,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2818,2818,53579249,433909389,2021-11-29,within an hour,100%,100%,t,6,t,TWEED SHIRE COUNCIL,,-28.23754,153.56629,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,$255.00,1,365,1,3,365,365,1.2,365.0,t,23,51,78,350,278,80,7,2021-12-27,2024-11-29,4.86,4.88,4.95,4.92,4.9,4.76,4.76,6,1,5,0,7.69
2819,2819,53579431,433909389,2021-11-29,within an hour,100%,100%,t,6,t,TWEED SHIRE COUNCIL,,-28.23972,153.5667,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,$275.00,1,365,1,3,365,365,1.2,365.0,t,23,53,83,357,133,26,2,2021-12-12,2024-11-28,4.9,4.94,4.95,4.98,4.89,4.76,4.71,6,1,5,0,3.63
2820,2820,53579623,433909389,2021-11-29,within an hour,100%,100%,t,6,t,TWEED SHIRE COUNCIL,,-28.23842,153.56588,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,$287.00,1,365,1,3,365,365,1.2,365.0,t,28,58,85,357,63,6,0,2021-12-17,2024-07-15,4.83,4.76,4.94,4.97,4.84,4.75,4.54,6,1,5,0,1.73
2821,2821,53579801,433909389,2021-11-29,within an hour,100%,100%,t,6,t,TWEED SHIRE COUNCIL,,-28.23832,153.56656,Room in boutique hotel,Private room,3,1 private bath,1.0,2.0,$301.00,1,365,1,3,365,365,1.1,365.0,t,11,30,58,331,58,13,0,2021-12-19,2024-10-12,4.9,4.97,4.97,4.98,4.93,4.83,4.81,6,1,5,0,1.59
2822,2822,53579911,433909389,2021-11-29,within an hour,100%,100%,t,6,t,TWEED SHIRE COUNCIL,,-28.23762,153.56576,Room in boutique hotel,Private room,4,1 private bath,1.0,3.0,$417.00,1,365,1,3,365,365,1.1,365.0,t,9,34,60,314,31,5,0,2022-01-02,2024-07-12,4.84,4.9,4.94,4.97,4.68,4.74,4.68,6,1,5,0,0.86
2825,2825,53592060,4660130,2013-01-10,within an hour,100%,92%,t,1,t,BYRON SHIRE COUNCIL,,-28.70308,153.47608,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$170.00,6,80,6,6,1125,1125,6.0,1125.0,t,19,49,79,159,13,5,1,2022-01-04,2024-11-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.36
2827,2827,53598284,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11692,153.43025,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$211.00,2,1125,2,7,4,1125,2.9,59.3,t,18,48,78,346,10,4,1,2022-10-04,2024-11-24,4.6,4.9,4.4,4.9,5.0,4.8,4.8,42,42,0,0,0.37
2828,2828,53598307,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11817,153.432,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$183.00,2,1125,2,7,4,1125,2.8,59.3,t,5,5,20,289,10,0,0,2022-02-27,2023-10-11,4.7,4.9,4.8,4.4,4.4,4.9,5.0,42,42,0,0,0.29
2829,2829,53598335,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11662,153.43054,Entire rental unit,Entire home/apt,8,4 baths,4.0,6.0,$325.00,2,1125,2,7,4,1125,2.9,59.3,t,5,5,20,286,1,0,0,2023-09-25,2023-09-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42,42,0,0,0.07
2834,2834,53629860,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.78914,153.5941,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,4.0,$683.00,3,1125,3,8,3,1125,3.6,63.5,t,13,32,62,327,4,0,0,2022-01-23,2022-07-24,4.75,4.75,4.75,4.75,5.0,4.75,4.5,22,22,0,0,0.11
2838,2838,53647355,141475698,2017-07-20,within an hour,93%,100%,t,6,t,BYRON SHIRE COUNCIL,,-28.6437712,153.4822536,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$457.00,2,30,2,2,1125,1125,2.0,1125.0,t,18,48,78,146,67,26,0,2022-11-12,2024-10-20,4.87,4.94,4.78,4.91,4.7,4.94,4.79,6,6,0,0,2.63
2843,2843,53666604,142585195,2017-07-26,within a few hours,100%,83%,t,1,f,CLARENCE VALLEY COUNCIL,,-29.85629,152.85672,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,$171.00,1,14,1,1,14,14,1.0,14.0,t,3,20,47,130,56,13,1,2022-02-12,2024-12-05,4.96,4.96,4.98,4.96,4.98,4.96,4.96,1,1,0,0,1.62
2846,2846,53676436,73916155,2016-05-25,within an hour,100%,100%,t,26,t,CLARENCE VALLEY COUNCIL,,-29.44145965576172,153.36463928222656,Entire loft,Entire home/apt,4,1 bath,2.0,2.0,$240.00,2,1125,2,5,1125,1125,2.5,1125.0,t,7,37,60,329,77,22,4,2022-01-14,2024-12-02,4.84,4.86,4.88,4.92,4.87,4.92,4.48,24,24,0,0,2.16
2851,2851,53704827,126158084,2017-04-16,within an hour,100%,98%,t,3,t,LISMORE CITY COUNCIL,,-28.6325,153.39823,Private room in home,Private room,2,1 private bath,1.0,1.0,$83.00,1,21,1,3,21,21,1.5,21.0,t,14,32,39,39,12,12,2,2024-06-24,2024-12-11,4.92,4.92,4.75,4.92,5.0,4.92,5.0,3,1,2,0,2.06
2852,2852,53705777,33251708,2015-05-13,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.403685,153.349731,Entire vacation home,Entire home/apt,2,1 bath,1.0,1.0,$220.00,2,180,2,2,180,180,2.0,180.0,t,10,34,60,333,89,28,0,2022-01-03,2024-10-12,4.92,4.97,4.88,4.97,4.99,4.89,4.8,1,1,0,0,2.48
2853,2853,53707577,12409318,2014-02-20,within an hour,100%,100%,t,3,t,BALLINA SHIRE COUNCIL,,-28.87157,153.56339,Entire condo,Entire home/apt,6,2 baths,3.0,4.0,$550.00,3,1125,3,4,1125,1125,3.0,1125.0,t,8,32,62,106,6,6,0,2024-04-01,2024-10-27,5.0,5.0,4.83,4.17,4.83,5.0,4.83,3,2,1,0,0.69
2856,2856,53709445,5091506,2013-02-15,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.67651,153.60697,Entire guesthouse,Entire home/apt,4,1 bath,2.0,4.0,$349.00,2,1125,2,5,1125,1125,2.3,1125.0,t,0,13,33,295,140,48,3,2021-12-23,2024-12-02,4.9,4.89,4.89,4.88,4.96,4.91,4.76,1,1,0,0,3.86
2859,2859,53724647,201425692,2018-07-10,within a day,100%,100%,t,10,t,BYRON SHIRE COUNCIL,,-28.658575,153.615051,Entire home,Entire home/apt,8,3.5 baths,4.0,5.0,$963.00,4,1125,4,7,1125,1125,4.4,1125.0,t,3,6,13,265,0,0,0,,,,,,,,,,10,10,0,0,
2860,2860,53726152,152421180,2017-09-28,within a few hours,84%,99%,t,66,t,BYRON SHIRE COUNCIL,,-28.686037,153.614426,Entire home,Entire home/apt,10,3 baths,4.0,5.0,"$1,647.00",90,1125,90,90,1125,1125,90.0,1125.0,t,0,0,0,0,0,0,0,,,,,,,,,,66,61,5,0,
2863,2863,53742357,152421180,2017-09-28,within a few hours,84%,99%,t,66,t,BYRON SHIRE COUNCIL,,-28.68557,153.61446,Entire home,Entire home/apt,8,2 baths,4.0,4.0,$743.00,2,1125,2,5,30,1125,2.5,37.4,t,8,36,63,311,3,2,0,2023-01-06,2024-11-03,4.67,5.0,4.67,4.33,4.33,5.0,4.33,66,61,5,0,0.13
2864,2864,53745681,41099289,2015-08-10,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.39308,153.32044,Tiny home,Entire home/apt,2,1 bath,1.0,1.0,$230.00,1,365,1,1,1125,1125,1.0,1125.0,t,14,43,73,348,149,50,3,2022-02-18,2024-12-06,4.98,4.95,4.95,4.98,5.0,4.97,4.79,1,1,0,0,4.33
2866,2866,53770141,62341131,2016-03-09,within an hour,100%,100%,t,77,t,TWEED SHIRE COUNCIL,,-28.29494,153.57332,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$235.00,2,42,2,3,90,99,2.1,96.1,t,16,46,73,86,59,15,1,2021-12-27,2024-11-29,4.85,4.92,4.9,4.76,4.93,4.86,4.8,73,73,0,0,1.63
2868,2868,53794836,435737135,2021-12-12,within an hour,100%,99%,t,1,t,BYRON SHIRE COUNCIL,,-28.70021,153.50314,Entire cottage,Entire home/apt,2,1 bath,1.0,1.0,$293.00,2,1125,2,3,1125,1125,2.2,1125.0,t,9,35,64,333,118,44,2,2022-02-13,2024-12-04,5.0,5.0,4.96,5.0,4.99,4.98,4.96,1,1,0,0,3.41
2869,2869,53796387,56130015,2016-01-25,within an hour,100%,100%,t,2,t,BALLINA SHIRE COUNCIL,,-28.82214,153.58435,Entire home,Entire home/apt,10,3 baths,5.0,5.0,$793.00,3,30,3,7,28,1125,3.5,973.6,t,6,21,44,299,88,29,4,2022-01-05,2024-12-08,5.0,5.0,4.95,5.0,5.0,4.91,4.94,2,2,0,0,2.45
2872,2872,53815513,25119043,2014-12-23,within an hour,100%,98%,t,1,t,LISMORE CITY COUNCIL,,-28.535,153.19314,Farm stay,Entire home/apt,2,1 bath,1.0,1.0,$200.00,2,1125,2,2,1125,1125,2.0,1125.0,t,8,34,64,339,108,30,3,2022-01-19,2024-12-08,5.0,4.99,5.0,5.0,5.0,4.99,4.95,1,1,0,0,3.05
2873,2873,53816212,23632675,2014-11-11,within an hour,88%,95%,t,46,t,TWEED SHIRE COUNCIL,,-28.27362,153.57989,Entire home,Entire home/apt,8,5 baths,4.0,5.0,$648.00,1,1125,1,4,3,1125,2.9,130.9,t,12,42,72,243,16,5,1,2022-01-13,2024-11-23,4.94,4.94,4.75,4.94,4.88,4.94,4.69,43,43,0,0,0.45
2876,2876,53830107,436037352,2021-12-14,within an hour,100%,100%,t,3,t,BALLINA SHIRE COUNCIL,,-28.80254173278809,153.59310913085938,Entire home,Entire home/apt,8,3 baths,3.0,6.0,"$1,184.00",3,365,2,5,99,99,3.4,99.0,t,3,9,29,218,4,3,1,2023-10-29,2024-12-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.29
2878,2878,53833762,46502104,2015-10-13,within a day,100%,83%,t,1,t,BYRON SHIRE COUNCIL,,-28.68886,153.61101,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$378.00,3,365,1,3,365,365,3.0,365.0,t,0,0,0,34,52,8,0,2021-12-31,2024-04-22,4.9,4.98,5.0,4.98,4.94,4.98,4.75,1,1,0,0,1.44
2881,2881,53837631,50800852,2015-12-08,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.32945,153.56326,Entire home,Entire home/apt,8,2 baths,3.0,4.0,$414.00,2,1125,1,10,100,1125,2.8,176.5,t,10,33,63,331,68,18,4,2021-12-16,2024-12-08,4.97,4.96,4.96,4.94,4.96,4.96,4.87,1,1,0,0,1.86
2882,2882,53845336,97547298,2016-10-01,within an hour,90%,96%,t,1,t,TWEED SHIRE COUNCIL,,-28.25006,153.37325,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$418.00,2,365,2,2,1125,1125,2.0,1125.0,t,10,40,70,155,95,10,1,2021-12-27,2024-11-17,4.83,4.78,4.71,4.87,4.89,4.96,4.81,1,1,0,0,2.63
2892,2892,53928702,177465566,2018-03-09,within an hour,100%,95%,t,27,t,BYRON SHIRE COUNCIL,,-28.511690139770508,153.55105590820312,Entire home,Entire home/apt,10,3 baths,4.0,5.0,$471.00,2,60,2,5,99,99,2.6,99.0,t,5,16,16,16,79,23,2,2022-01-16,2024-11-24,4.82,4.86,4.71,4.95,4.84,4.99,4.57,25,25,0,0,2.23
2893,2893,53928805,85555205,2016-07-23,within an hour,100%,100%,t,7,t,CLARENCE VALLEY COUNCIL,,-29.60713,153.33454,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,$223.00,1,28,1,3,21,21,1.4,21.0,t,17,47,77,350,1,1,0,2024-04-28,2024-04-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.13
2894,2894,53928914,177465566,2018-03-09,within an hour,100%,95%,t,27,t,BYRON SHIRE COUNCIL,,-28.58210563659668,153.47088623046875,Entire home,Entire home/apt,8,2 baths,3.0,4.0,$302.00,2,60,2,5,99,99,2.6,99.0,t,13,18,18,18,80,30,4,2022-04-17,2024-12-03,4.69,4.71,4.71,4.78,4.85,4.83,4.56,25,25,0,0,2.46
2895,2895,53930314,85555205,2016-07-23,within an hour,100%,100%,t,7,t,CLARENCE VALLEY COUNCIL,,-29.605993675065555,153.33522288993095,Entire rental unit,Entire home/apt,8,1 bath,3.0,4.0,$532.00,1,28,1,3,21,21,1.4,21.0,t,20,44,73,340,10,10,0,2024-01-13,2024-08-03,5.0,4.9,5.0,5.0,4.8,4.8,4.7,7,7,0,0,0.89
2897,2897,53940792,63560916,2016-03-19,within a few hours,90%,81%,t,2,t,BALLINA SHIRE COUNCIL,,-28.84211,153.44951,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,$357.00,1,365,1,1,365,365,1.0,365.0,t,0,0,0,228,25,4,0,2022-01-20,2023-12-31,4.8,4.72,4.88,5.0,4.96,4.76,4.56,2,2,0,0,0.71
2898,2898,53943668,82713644,2016-07-09,within an hour,100%,100%,t,5,t,TWEED SHIRE COUNCIL,,-28.29466,153.57307,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,$257.00,2,30,2,2,1125,1125,2.0,1125.0,t,12,30,58,324,19,6,0,2022-04-08,2024-11-03,4.95,4.79,4.84,4.84,4.84,4.84,4.63,2,2,0,0,0.58
2899,2899,53971207,437197940,2021-12-23,within a day,100%,83%,t,1,t,BYRON SHIRE COUNCIL,,-28.686346,153.517929,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$173.00,2,365,1,21,365,365,9.5,365.0,t,11,41,71,161,29,2,0,2021-12-29,2024-05-07,4.97,4.97,5.0,4.97,4.97,4.93,4.86,1,1,0,0,0.8
2902,2902,54007584,190217827,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.79301,153.59243,Entire home,Entire home/apt,10,3 baths,5.0,6.0,"$1,491.00",1,1125,3,7,99,99,3.3,99.0,t,2,2,21,270,28,11,0,2022-01-07,2024-10-23,4.86,4.93,4.89,4.93,4.82,5.0,4.75,65,65,0,0,0.78
2904,2904,54022498,187654697,2018-05-03,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.7936,153.49881,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$216.00,2,365,2,2,1125,1125,2.0,1125.0,t,9,39,69,333,54,23,3,2021-12-31,2024-12-02,4.93,4.93,4.98,5.0,5.0,4.93,4.78,1,1,0,0,1.5
2907,2907,54112359,430121930,2021-11-02,within an hour,80%,100%,t,5,t,BYRON SHIRE COUNCIL,,-28.63521,153.60022,Entire cabin,Entire home/apt,4,1 bath,1.0,2.0,$799.00,90,365,2,2,99,99,2.0,99.0,t,9,28,45,243,26,6,0,2022-03-28,2024-11-04,4.81,4.72,4.65,4.92,4.81,4.85,4.54,5,5,0,0,0.78
2909,2909,54146884,187373582,2018-05-01,within an hour,100%,94%,t,1,t,TWEED SHIRE COUNCIL,,-28.29382,153.57366,Entire townhouse,Entire home/apt,7,3.5 baths,3.0,4.0,$571.00,2,365,2,2,1125,1125,2.0,1125.0,t,11,32,62,309,39,16,0,2022-01-12,2024-11-10,4.82,4.92,4.9,4.85,4.92,4.97,4.82,1,1,0,0,1.09
2911,2911,54168166,439174251,2022-01-05,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.63924,153.60281,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,$722.00,2,1125,2,4,1125,1125,2.1,1125.0,t,5,14,28,287,113,45,2,2022-02-05,2024-11-19,4.94,4.96,4.9,4.88,4.93,4.94,4.79,1,1,0,0,3.24
2912,2912,54180531,200074373,2018-07-05,within a few hours,100%,93%,t,1,t,TWEED SHIRE COUNCIL,,-28.32949,153.56913,Entire vacation home,Entire home/apt,6,1 bath,3.0,4.0,$543.00,2,365,1,2,365,365,2.0,365.0,t,2,26,52,216,55,24,2,2022-09-23,2024-11-23,4.91,4.84,4.8,4.98,4.96,4.96,4.64,1,1,0,0,2.02
2913,2913,54182158,430121930,2021-11-02,within an hour,80%,100%,t,5,t,BYRON SHIRE COUNCIL,,-28.63518,153.60129,Entire home,Entire home/apt,2,1 bath,1.0,2.0,$799.00,90,365,2,2,99,99,2.0,99.0,t,5,9,16,249,5,1,1,2022-04-25,2024-11-16,4.2,4.8,4.6,4.4,4.2,5.0,4.2,5,5,0,0,0.16
2914,2914,54183900,430121930,2021-11-02,within an hour,80%,100%,t,5,t,BYRON SHIRE COUNCIL,,-28.63513,153.60142,Entire home,Entire home/apt,4,1 bath,2.0,2.0,$799.00,90,365,2,2,99,99,2.0,99.0,t,10,18,31,237,16,7,2,2022-04-26,2024-11-21,5.0,5.0,5.0,4.94,4.94,4.94,4.81,5,5,0,0,0.5
2917,2917,54202052,3445130,2012-09-02,within an hour,100%,100%,t,4,t,CLARENCE VALLEY COUNCIL,,-29.48094,153.36042,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$306.00,2,90,2,7,90,1125,2.4,1085.2,t,1,13,13,15,60,27,3,2022-12-04,2024-11-24,4.87,4.95,4.92,4.95,4.97,4.98,4.78,4,4,0,0,2.42
2918,2918,54216357,76096221,2016-06-06,within an hour,100%,100%,t,1,t,LISMORE CITY COUNCIL,,-28.75637,153.28141,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,$151.00,2,365,2,2,1125,1125,2.0,1125.0,t,5,24,54,54,67,35,1,2022-03-09,2024-11-23,4.94,4.93,4.97,4.93,4.94,4.93,4.91,1,1,0,0,1.98
2927,2927,54331136,107915478,2016-12-20,within an hour,100%,99%,t,5,t,BALLINA SHIRE COUNCIL,,-28.741476,153.593719,Entire guesthouse,Entire home/apt,4,1 bath,1.0,2.0,$228.00,2,365,1,5,1125,1125,2.1,1125.0,t,4,9,34,296,86,30,3,2022-03-19,2024-12-01,4.95,4.95,4.92,4.99,4.95,4.93,4.92,5,5,0,0,2.57
2931,2931,54359641,430121930,2021-11-02,within an hour,80%,100%,t,5,t,BYRON SHIRE COUNCIL,,-28.63384,153.59955,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$799.00,90,365,2,2,99,99,2.0,99.0,t,7,23,34,248,1,0,0,2022-06-13,2022-06-13,3.0,2.0,2.0,5.0,2.0,5.0,3.0,5,5,0,0,0.03
2932,2932,54369564,430121930,2021-11-02,within an hour,80%,100%,t,5,t,BYRON SHIRE COUNCIL,,-28.63353,153.60162,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,$799.00,90,365,2,2,99,99,2.0,99.0,t,16,36,59,301,2,0,0,2022-11-12,2023-05-28,4.5,4.5,3.0,4.0,5.0,5.0,3.5,5,5,0,0,0.08
2933,2933,54370027,170640775,2018-01-29,within an hour,100%,96%,t,1,t,TWEED SHIRE COUNCIL,,-28.35236,153.40215,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,$150.00,2,30,2,2,30,30,2.0,30.0,t,5,31,61,151,86,38,4,2022-02-19,2024-11-30,4.92,4.87,4.95,4.88,4.9,4.85,4.88,1,1,0,0,2.5
2938,2938,54399235,2424891,2012-05-21,within an hour,100%,92%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.87124,153.26414,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$325.00,3,1125,3,4,1125,1125,3.1,1125.0,t,7,32,62,337,51,14,2,2022-04-12,2024-12-07,4.9,4.92,4.73,4.98,4.96,4.96,4.78,1,1,0,0,1.56
2941,2941,501045404920948902,44471258,2015-09-18,within an hour,100%,100%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.43431,153.33981,Entire home,Entire home/apt,5,1.5 baths,3.0,3.0,$278.00,2,28,2,2,28,28,2.0,28.0,t,5,30,60,102,121,36,3,2021-12-08,2024-12-02,4.96,4.98,4.91,4.98,4.97,4.77,4.75,1,1,0,0,3.29
2943,2943,505857722357194425,37742462,2015-07-07,within an hour,100%,99%,t,27,t,BYRON SHIRE COUNCIL,,-28.6391925,153.6050834,Entire home,Entire home/apt,7,3 baths,3.0,3.0,"$1,001.00",3,1125,3,5,1125,1125,4.1,1125.0,t,16,27,33,129,13,5,1,2022-04-18,2024-11-22,5.0,4.92,5.0,4.85,5.0,5.0,4.85,26,26,0,0,0.4
2945,2945,527825531446181829,42458019,2015-08-25,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.869766,153.265305,Entire home,Entire home/apt,8,2 baths,4.0,8.0,$590.00,2,365,2,2,365,365,2.0,365.0,t,3,10,27,295,53,21,0,2022-02-06,2024-11-09,4.92,4.96,4.89,4.98,4.98,4.94,4.75,1,1,0,0,1.52
2947,2947,542782154185382994,44949885,2015-09-23,within an hour,100%,100%,t,3,t,TWEED SHIRE COUNCIL,,-28.27567873228131,153.57629048824307,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$181.00,2,365,2,3,30,365,2.2,230.1,t,4,8,17,17,20,8,2,2022-02-05,2024-12-07,4.9,4.7,4.85,4.85,4.9,4.85,4.5,3,3,0,0,0.57
2951,2951,545842374996785733,3495465,2012-09-06,within an hour,100%,63%,t,3,t,BYRON SHIRE COUNCIL,,-28.65421,153.61672,Entire home,Entire home/apt,8,1 bath,3.0,6.0,$720.00,2,365,2,7,365,365,2.1,365.0,t,10,36,64,333,33,26,3,2023-07-23,2024-11-30,4.97,4.88,4.97,4.91,4.85,4.94,4.73,3,3,0,0,1.93
2954,2954,548592299699254690,442261606,2022-01-26,within an hour,100%,99%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.95973,153.09864,Hut,Entire home/apt,4,1 bath,1.0,1.0,$165.00,1,14,1,1,14,14,1.0,14.0,t,8,37,67,157,74,74,3,2023-12-22,2024-11-24,4.88,4.96,4.97,5.0,4.95,4.97,4.92,1,1,0,0,6.17
2956,2956,550951930756011215,78735784,2016-06-20,within an hour,100%,99%,t,2,t,BALLINA SHIRE COUNCIL,,-28.79451,153.58922,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$112.00,1,14,1,1,14,14,1.0,14.0,t,0,18,48,48,276,91,1,2022-02-18,2024-12-10,4.89,4.92,4.95,4.94,4.93,4.89,4.81,2,2,0,0,8.02
2959,2959,553121703579917835,92213680,2016-08-28,within an hour,97%,100%,t,59,t,BYRON SHIRE COUNCIL,,-28.64587,153.62176,Entire townhouse,Entire home/apt,7,2 baths,3.0,5.0,$569.00,3,1125,3,5,3,1125,3.2,86.2,t,11,27,42,299,13,5,0,2022-02-13,2024-11-11,4.77,4.92,4.69,4.92,4.62,5.0,4.85,57,57,0,0,0.38
2968,2968,557446927635740941,306070795,2019-11-02,within an hour,100%,100%,t,16,t,TWEED SHIRE COUNCIL,,-28.3311,153.56834,Entire rental unit,Entire home/apt,16,9 baths,8.0,15.0,"$3,163.00",1,365,2,5,14,28,2.2,15.8,t,9,37,67,337,14,4,0,2022-04-04,2024-05-12,4.93,4.86,4.43,4.86,5.0,5.0,4.86,16,16,0,0,0.43
2970,2970,557506891334384829,7633683,2013-07-21,within an hour,94%,100%,t,63,t,BYRON SHIRE COUNCIL,,-28.539661407470703,153.5544891357422,Entire home,Entire home/apt,9,2 baths,5.0,5.0,"$1,273.00",3,30,3,5,99,99,3.3,99.0,t,5,27,57,321,18,7,0,2022-05-29,2024-09-12,4.56,4.44,4.67,4.89,4.72,5.0,4.56,61,61,0,0,0.58
2971,2971,558095472384559967,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11742,153.4302,Entire home,Entire home/apt,8,1 bath,3.0,6.0,$210.00,2,1125,2,7,4,1125,2.9,59.3,t,10,40,70,317,13,1,0,2022-05-02,2024-08-26,4.69,4.69,4.69,4.77,4.85,4.92,4.46,42,42,0,0,0.41
2974,2974,558904636062659990,306070795,2019-11-02,within an hour,100%,100%,t,16,t,TWEED SHIRE COUNCIL,,-28.33317,153.56981,Entire vacation home,Entire home/apt,10,4.5 baths,4.0,8.0,$530.00,1,365,7,7,28,28,7.0,28.0,t,23,51,81,353,0,0,0,,,,,,,,,,16,16,0,0,
2977,2977,560900059750546649,8785920,2013-09-12,within an hour,100%,98%,t,1,t,TWEED SHIRE COUNCIL,,-28.23149,153.52126,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$116.00,2,14,2,2,14,14,2.0,14.0,t,15,45,75,156,61,34,3,2022-11-19,2024-12-05,4.87,4.92,4.77,4.93,4.97,4.95,4.9,1,1,0,0,2.41
2979,2979,561768518496588130,3530208,2012-09-10,within an hour,90%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.53905,153.54925,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,$344.00,2,365,1,2,1125,1125,2.0,1125.0,t,18,41,69,340,40,21,0,2022-04-18,2024-11-09,4.98,5.0,4.93,4.98,4.98,5.0,4.93,2,2,0,0,1.23
2980,2980,561849213228898192,152421180,2017-09-28,within a few hours,84%,99%,t,66,t,BYRON SHIRE COUNCIL,,-28.64691,153.62149,Entire home,Entire home/apt,7,3 baths,3.0,4.0,$789.00,2,1125,2,5,30,1125,2.5,35.0,t,10,19,46,315,10,4,0,2022-05-08,2024-10-12,5.0,5.0,5.0,4.8,4.8,4.9,4.9,66,61,5,0,0.31
2981,2981,561865325400864957,23632675,2014-11-11,within an hour,88%,95%,t,46,t,TWEED SHIRE COUNCIL,,-28.27174,153.57987,Entire home,Entire home/apt,8,3 baths,4.0,5.0,$589.00,1,1125,1,4,4,1125,2.5,237.9,t,10,36,57,236,15,6,0,2022-06-02,2024-09-28,5.0,5.0,4.87,4.87,4.87,4.8,4.8,43,43,0,0,0.48
2983,2983,563205356238060596,17691171,2014-07-05,within an hour,100%,99%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.43336,153.36318,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$393.00,2,365,1,2,365,365,2.0,365.0,t,4,22,43,292,110,34,4,2022-03-27,2024-11-30,4.86,4.91,4.86,4.95,5.0,4.96,4.81,1,1,0,0,3.32
2984,2984,563760150801724766,252857467,2019-04-02,within an hour,100%,94%,t,1,t,BYRON SHIRE COUNCIL,,-28.55465,153.49392,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$179.00,1,1125,1,1,1125,1125,1.0,1125.0,t,14,29,58,327,182,70,3,2022-04-03,2024-11-24,4.96,4.96,4.99,4.98,4.96,4.81,4.84,1,1,0,0,5.53
