,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3643,3643,762617760242464131,488178476,2022-11-18,within a day,100%,50%,f,1,f,BALLINA SHIRE COUNCIL,,-28.8181857,153.5379893,Entire home,Entire home/apt,8,2.5 baths,5.0,5.0,$326.00,4,365,4,6,365,365,4.0,365.0,t,0,0,0,37,1,1,0,2024-01-01,2024-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.09
3686,3686,769963192935418068,96471656,2016-09-23,within a day,100%,100%,f,2,t,LISMORE CITY COUNCIL,,-28.7120203,153.3468297,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,$175.00,2,365,7,7,365,365,7.0,365.0,t,0,10,40,40,4,3,0,2023-02-02,2023-12-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.18
3697,3697,771303350219695548,50693279,2015-12-06,within a day,100%,75%,f,1,t,BYRON SHIRE COUNCIL,,-28.66402281195289,153.61385690740966,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$590.00,90,365,90,90,365,365,90.0,365.0,t,0,0,0,77,6,2,0,2022-12-29,2024-01-15,4.5,4.5,4.83,4.17,5.0,4.67,4.0,1,1,0,0,0.25
3698,3698,771303771184814238,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.86583629999999,153.591942,Entire home,Entire home/apt,6,2 baths,4.0,5.0,$534.00,3,28,3,7,28,28,3.3,28.0,t,8,27,51,126,4,1,0,2023-01-19,2024-09-22,4.5,4.25,4.5,4.5,5.0,4.75,4.25,50,50,0,0,0.17
3706,3706,772052515209322663,95601981,2016-09-17,within a day,100%,100%,f,1,t,CLARENCE VALLEY COUNCIL,,-29.85459929497238,153.26722611534424,Entire home,Entire home/apt,7,1 bath,3.0,7.0,$406.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,12,42,59,9,4,0,2023-01-23,2024-07-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.39
3725,3725,775557063546689057,393347212,2021-03-20,within a day,67%,46%,f,2,t,BYRON SHIRE COUNCIL,,-28.640144240146785,153.60632551904905,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$420.00,3,365,2,3,365,365,2.4,365.0,t,0,0,14,262,12,3,0,2023-02-19,2024-10-09,4.83,5.0,5.0,5.0,4.92,4.83,4.92,2,2,0,0,0.54
3736,3736,777114385179764434,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.540092,153.554901,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$457.00,1,90,1,7,90,90,4.0,90.0,t,0,3,20,202,1,1,0,2024-05-10,2024-05-10,5.0,5.0,4.0,5.0,5.0,5.0,5.0,40,40,0,0,0.14
3737,3737,777129292042815325,183278462,2018-04-09,within a day,100%,63%,f,2,t,BYRON SHIRE COUNCIL,,-28.6478922,153.5638165,Entire home,Entire home/apt,8,2.5 baths,4.0,4.0,$650.00,28,730,28,28,730,730,28.0,730.0,t,29,59,89,364,1,1,0,2024-10-17,2024-10-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.5
3739,3739,777731429577481852,490763309,2022-12-08,within a day,100%,,f,1,f,BYRON SHIRE COUNCIL,,-28.5138427,153.5512518,Entire home,Entire home/apt,8,2 baths,4.0,4.0,$600.00,90,365,90,90,365,365,90.0,365.0,t,29,30,30,213,3,0,0,2022-12-29,2023-01-15,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,0,0,0.13
3749,3749,779469982296997218,2060684,2012-04-03,within a day,100%,82%,f,1,t,BALLINA SHIRE COUNCIL,,-28.82885,153.60264,Entire home,Entire home/apt,8,3 baths,4.0,5.0,"$1,000.00",2,1125,2,2,1125,1125,2.0,1125.0,t,17,43,73,344,6,5,0,2023-01-08,2024-04-01,5.0,5.0,4.83,5.0,5.0,5.0,4.83,1,1,0,0,0.25
3762,3762,780617513012635493,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7913332,153.5905011,Entire home,Entire home/apt,8,3 baths,4.0,4.0,$750.00,3,30,3,7,30,30,3.3,30.0,t,6,15,15,15,0,0,0,,,,,,,,,,50,50,0,0,
3813,3813,790314791750094109,5262084,2013-02-28,within a day,100%,0%,f,1,t,TWEED SHIRE COUNCIL,,-28.37967,153.37387,Entire home,Entire home/apt,8,2 baths,5.0,12.0,$750.00,3,7,3,3,7,7,3.0,7.0,t,18,45,75,75,1,0,0,2023-04-10,2023-04-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.05
3835,3835,796769120131250421,201425692,2018-07-10,within a day,100%,100%,t,10,t,BYRON SHIRE COUNCIL,,-28.6887248,153.6099006,Entire home,Entire home/apt,6,2.5 baths,3.0,4.0,$599.00,3,365,2,7,365,365,3.7,365.0,t,9,39,69,336,4,2,0,2023-03-07,2024-10-07,4.75,4.75,4.75,5.0,5.0,5.0,4.75,10,10,0,0,0.18
3838,3838,797233080025352182,494354143,2023-01-04,within a day,60%,21%,f,4,t,BALLINA SHIRE COUNCIL,,-28.9035645,153.4618013,Barn,Entire home/apt,16,9 baths,16.0,16.0,"$1,980.00",90,730,90,90,730,730,90.0,730.0,t,13,40,64,337,2,0,0,2023-06-25,2023-12-03,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4,1,3,0,0.11
3855,3855,803930814689575984,84225635,2016-07-17,within a day,83%,33%,f,1,f,LISMORE CITY COUNCIL,,-28.81255,153.26354,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$190.00,4,365,4,4,365,365,4.0,365.0,t,0,12,42,312,6,3,0,2023-02-09,2024-05-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.27
3859,3859,804856648632695415,496154383,2023-01-15,within a day,100%,95%,t,1,t,TWEED SHIRE COUNCIL,,-28.2019904,153.5198163,Private room in home,Private room,2,1 private bath,1.0,1.0,$115.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,11,41,131,38,26,0,2023-02-05,2024-11-02,4.84,4.84,4.89,4.97,4.89,4.84,4.82,1,0,1,0,1.68
3867,3867,807407775030656863,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6866247,153.6134937,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,"$1,318.00",3,1125,3,7,3,1125,3.4,117.0,t,20,50,80,160,2,1,0,2023-10-25,2024-02-17,4.5,4.5,5.0,5.0,4.5,5.0,4.0,58,58,0,0,0.14
3910,3910,817659504816593546,19883240,2014-08-12,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.68641759728712,153.61082561434458,Entire rental unit,Entire home/apt,2,2 baths,2.0,1.0,$180.00,90,91,90,90,91,91,90.0,91.0,t,1,9,34,214,0,0,0,,,,,,,,,,1,1,0,0,
3916,3916,819126764372521942,3059575,2012-07-26,within a day,75%,75%,f,2,t,TWEED SHIRE COUNCIL,,-28.50125257246535,153.33812105026243,Entire home,Entire home/apt,15,2 baths,5.0,10.0,"$1,500.00",3,365,3,3,365,365,3.0,365.0,t,20,50,80,320,2,2,0,2023-12-25,2023-12-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.17
3923,3923,821288116671588204,13749732,2017-06-11,within a day,100%,57%,t,1,t,BYRON SHIRE COUNCIL,,-28.687338,153.5165,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$169.00,2,60,1,2,60,60,2.0,60.0,t,9,34,61,61,21,8,3,2023-04-09,2024-12-01,4.9,4.95,4.9,4.95,5.0,4.9,4.86,1,1,0,0,1.02
3924,3924,821289318501678887,494354143,2023-01-04,within a day,60%,21%,f,4,t,BALLINA SHIRE COUNCIL,,-28.9035645,153.4618013,Private room in barn,Private room,2,1 shared bath,1.0,1.0,$330.00,90,365,90,90,365,365,90.0,365.0,t,29,56,86,361,1,1,0,2024-01-01,2024-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,1,3,0,0.09
3925,3925,821294488072829457,494354143,2023-01-04,within a day,60%,21%,f,4,t,BALLINA SHIRE COUNCIL,,-28.9035645,153.4618013,Private room in tent,Private room,2,3 shared baths,1.0,1.0,$180.00,90,365,90,90,365,365,90.0,365.0,t,22,49,79,354,5,4,0,2023-04-09,2024-01-09,4.8,4.8,4.8,5.0,5.0,4.8,4.8,4,1,3,0,0.24
3926,3926,821303873752220785,494354143,2023-01-04,within a day,60%,21%,f,4,t,BALLINA SHIRE COUNCIL,,-28.9035645,153.4618013,Private room in barn,Private room,2,1 private bath,1.0,1.0,$330.00,90,365,90,90,365,365,90.0,365.0,t,29,56,86,361,0,0,0,,,,,,,,,,4,1,3,0,
3930,3930,821484242385997213,5069924,2013-02-13,within a day,100%,0%,f,1,t,BYRON SHIRE COUNCIL,,-28.69008,153.51471,Entire home,Entire home/apt,6,2.5 baths,3.0,4.0,$786.00,4,10,4,4,10,10,4.0,10.0,,0,0,0,105,0,0,0,,,,,,,,,,1,1,0,0,
3933,3933,821938923737885265,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.79614,153.59409,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,4.0,$364.00,3,365,3,7,365,365,3.6,365.0,t,5,34,62,145,0,0,0,,,,,,,,,,50,50,0,0,
3998,3998,836460362776814436,30393695,2015-04-01,within a day,100%,100%,f,2,t,BYRON SHIRE COUNCIL,,-28.68398,153.60966,Entire home,Entire home/apt,4,2 baths,3.0,4.0,$720.00,90,90,90,90,90,90,90.0,90.0,t,27,57,87,267,0,0,0,,,,,,,,,,1,1,0,0,
4022,4022,842293354947597806,1187943,2011-09-20,within a day,100%,82%,t,2,t,BYRON SHIRE COUNCIL,,-28.50308,153.432,Entire cabin,Entire home/apt,3,1 bath,1.0,0.0,$159.00,2,1125,2,3,1125,1125,2.1,1125.0,t,0,12,42,42,29,2,0,2023-03-10,2024-01-02,4.97,4.97,5.0,4.93,5.0,5.0,4.9,2,2,0,0,1.34
4026,4026,842995301519168145,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.54072,153.55356,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,$346.00,1,90,1,7,90,90,4.1,90.0,t,3,9,24,231,2,1,0,2023-10-10,2024-05-29,5.0,5.0,4.5,4.5,5.0,5.0,4.5,40,40,0,0,0.14
4062,4062,851822951670964737,78237600,2016-06-17,within a day,75%,63%,f,1,t,BALLINA SHIRE COUNCIL,,-28.8044637,153.5830316,Entire home,Entire home/apt,10,3 baths,5.0,7.0,$864.00,5,365,5,5,365,365,5.0,365.0,t,2,25,55,309,2,1,0,2023-09-14,2024-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.13
4091,4091,855244423760981137,201425692,2018-07-10,within a day,100%,100%,t,10,t,BYRON SHIRE COUNCIL,,-28.6876015,153.6114889,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$607.00,7,365,5,7,365,365,6.9,365.0,t,3,3,3,14,0,0,0,,,,,,,,,,10,10,0,0,
4110,4110,859546880671871131,150775467,2017-09-16,within a day,70%,91%,t,2,t,BYRON SHIRE COUNCIL,,-28.73161,153.47958,Entire home,Entire home/apt,13,4 baths,6.0,7.0,"$1,880.00",3,365,3,5,365,365,3.5,365.0,t,2,20,46,307,11,8,2,2023-08-16,2024-11-29,5.0,5.0,4.91,5.0,4.91,5.0,4.82,2,2,0,0,0.68
4128,4128,868341017844565696,236694599,2019-01-15,within a day,100%,100%,f,1,t,BALLINA SHIRE COUNCIL,,-28.85129,153.57511,Entire home,Entire home/apt,12,4 baths,6.0,6.0,"$1,132.00",6,14,6,6,14,14,6.0,14.0,t,9,10,29,304,2,2,0,2023-12-26,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.17
4145,4145,871369720992508974,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64352,153.61966,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,4.0,$795.00,3,1125,3,7,3,1125,3.6,36.3,t,3,19,44,306,3,1,0,2023-11-18,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,58,58,0,0,0.23
4153,4153,872702117140468523,205123452,2018-07-25,within a day,100%,67%,f,1,t,TWEED SHIRE COUNCIL,,-28.3369,153.5747,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$251.00,2,30,2,2,30,30,2.0,30.0,t,7,16,16,16,8,2,0,2023-05-14,2024-04-21,4.63,5.0,4.75,4.13,4.88,5.0,4.75,1,1,0,0,0.41
4156,4156,873542524744245029,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.538569,153.556182,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$346.00,1,90,1,7,90,90,4.1,90.0,t,10,21,42,257,0,0,0,,,,,,,,,,40,40,0,0,
4184,4184,877833227324189263,109870938,2017-01-04,within a day,100%,67%,f,1,t,TWEED SHIRE COUNCIL,,-28.33564,153.57334,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$398.00,3,365,3,5,365,365,3.1,365.0,t,18,30,30,151,3,3,0,2024-01-04,2024-01-20,4.33,4.33,4.33,5.0,5.0,4.67,4.0,1,1,0,0,0.26
4217,4217,887208464922612311,513851958,2023-05-08,within a day,50%,60%,f,2,f,BALLINA SHIRE COUNCIL,,-28.94796,153.5033,Private room in home,Private room,2,1 shared bath,1.0,1.0,$100.00,1,365,1,1,365,365,1.0,365.0,t,0,12,42,317,1,0,0,2023-05-13,2023-05-13,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2,0,2,0,0.05
4224,4224,891466719590149818,513851958,2023-05-08,within a day,50%,60%,f,2,f,BALLINA SHIRE COUNCIL,,-28.94921,153.50174,Private room in home,Private room,2,1 private bath,1.0,1.0,$100.00,1,7,1,1,7,7,1.0,7.0,t,0,12,42,317,6,5,0,2023-10-01,2024-03-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.41
4233,4233,895008948050913366,162293343,2017-12-11,within a day,100%,88%,f,1,t,BYRON SHIRE COUNCIL,,-28.64876,153.45566,Entire home,Entire home/apt,8,2.5 baths,4.0,8.0,"$1,100.00",3,270,1,7,1125,1125,3.5,1125.0,t,8,18,36,302,3,3,0,2024-04-01,2024-06-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.35
4248,4248,901806764633188905,106329043,2016-12-05,within a day,68%,66%,f,40,t,TWEED SHIRE COUNCIL,,-28.336177,153.569843,Entire home,Entire home/apt,8,2 baths,4.0,4.0,$479.00,1,90,1,7,90,90,7.0,90.0,t,0,12,26,220,9,6,0,2023-10-01,2024-07-10,4.78,4.89,4.44,5.0,4.78,5.0,4.67,40,40,0,0,0.61
4269,4269,909803681289448294,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.539503,153.549728,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$292.00,1,90,1,7,90,90,4.1,90.0,t,0,17,31,276,14,7,0,2023-08-30,2024-10-22,4.93,4.86,4.86,5.0,4.86,4.93,4.79,40,40,0,0,0.89
4289,4289,916822512544514717,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7897929,153.5907086,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$375.00,3,365,3,7,365,365,3.7,365.0,t,10,35,58,144,0,0,0,,,,,,,,,,50,50,0,0,
4291,4291,917659748720068833,39333892,2015-07-23,within a day,78%,13%,f,2,t,BYRON SHIRE COUNCIL,,-28.63118,153.58374,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$500.00,5,365,5,5,365,365,5.0,365.0,t,17,17,17,82,4,0,0,2023-07-09,2023-08-05,5.0,4.5,4.75,4.25,4.75,4.75,4.5,2,1,1,0,0.23
4301,4301,920707273976088656,1608331,2012-01-15,within a day,100%,100%,f,1,t,BALLINA SHIRE COUNCIL,,-28.7643222,153.4942461,Entire home,Entire home/apt,10,3.5 baths,4.0,8.0,"$1,227.00",4,365,4,4,365,365,4.0,365.0,t,10,22,22,66,2,2,0,2023-12-30,2024-01-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.17
4309,4309,922113665819383508,30439413,2015-04-01,within a day,50%,100%,f,1,t,TWEED SHIRE COUNCIL,,-28.4319,153.24995,Entire home,Entire home/apt,2,2 baths,1.0,1.0,$750.00,2,14,2,2,1125,1125,2.0,1125.0,t,21,42,72,162,5,2,0,2023-07-16,2024-10-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.29
4315,4315,924258092455400561,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.493995,153.55015,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"$9,999.00",1,90,1,21,90,90,18.7,90.0,t,0,6,20,271,5,4,0,2023-08-26,2024-09-21,4.4,4.2,4.8,5.0,4.4,4.8,4.0,40,40,0,0,0.31
4347,4347,935254797504840741,54216346,2016-01-11,within a day,100%,25%,f,1,t,BALLINA SHIRE COUNCIL,,-28.81996,153.58673,Entire home,Entire home/apt,6,1 bath,3.0,3.0,$486.00,5,90,5,5,90,90,5.0,90.0,t,6,36,66,336,2,0,0,2023-09-18,2023-12-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.13
4348,4348,935666510418590494,10684759,2013-12-17,within a day,100%,89%,t,1,t,BYRON SHIRE COUNCIL,,-28.68334,153.61627,Entire home,Entire home/apt,10,3 baths,4.0,7.0,"$1,888.00",2,365,1,2,365,365,2.0,365.0,t,25,43,43,62,19,9,0,2023-08-05,2024-04-06,5.0,5.0,4.95,5.0,5.0,5.0,4.89,1,1,0,0,1.14
4349,4349,935864917518125876,39333892,2015-07-23,within a day,78%,13%,f,2,t,BYRON SHIRE COUNCIL,,-28.63247,153.58419,Private room in home,Private room,2,2 shared baths,1.0,1.0,$60.00,7,365,7,7,365,365,7.0,365.0,t,0,0,0,68,1,0,0,2023-09-14,2023-09-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.07
4354,4354,937181863421808316,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64083,153.60373,Entire home,Entire home/apt,10,3 baths,4.0,7.0,"$1,178.00",3,1125,3,7,3,1125,3.6,38.8,t,4,4,8,64,4,2,0,2023-08-21,2024-05-19,5.0,5.0,5.0,4.75,4.75,5.0,4.75,58,58,0,0,0.25
4364,4364,939632047271313229,182694972,2018-04-05,within a day,100%,100%,f,1,t,TWEED SHIRE COUNCIL,,-28.17885,153.52787,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$540.00,5,14,3,3,14,14,3.0,14.0,t,3,3,3,80,6,6,0,2023-12-29,2024-10-05,4.67,5.0,4.17,5.0,5.0,4.83,4.33,1,1,0,0,0.51
4368,4368,940085467143912231,3302907,2012-08-19,within a day,50%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.55940527068997,153.4876957861328,Entire guesthouse,Entire home/apt,4,1 bath,1.0,2.0,$350.00,3,21,3,3,21,21,3.0,21.0,t,19,24,54,139,0,0,0,,,,,,,,,,1,1,0,0,
4397,4397,947296117513366310,49410529,2015-11-19,within a day,100%,68%,t,2,t,TWEED SHIRE COUNCIL,,-28.38125,153.56695,Entire home,Entire home/apt,10,3 baths,6.0,6.0,"$1,150.00",5,10,3,5,10,10,5.0,10.0,t,0,0,25,25,0,0,0,,,,,,,,,,2,2,0,0,
4398,4398,947522082808319387,66238472,2016-04-07,within a day,90%,91%,f,1,t,TWEED SHIRE COUNCIL,,-28.3058602,153.5707613,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,$189.00,3,720,2,3,720,720,3.0,720.0,t,6,24,54,187,8,4,0,2023-08-16,2024-10-29,4.88,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.49
4413,4413,952412220759997514,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64747,153.61486,Entire home,Entire home/apt,6,2.5 baths,3.0,,,90,1125,90,90,3,1125,90.0,534.3,t,0,0,0,0,1,1,0,2024-01-03,2024-01-03,5.0,5.0,5.0,5.0,5.0,5.0,4.0,58,58,0,0,0.09
4449,4449,961213386946253204,429268883,2021-10-27,within a day,100%,80%,f,1,t,BYRON SHIRE COUNCIL,,-28.54743,153.50441,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$180.00,3,14,3,3,14,14,3.0,14.0,t,12,29,29,262,1,1,0,2024-09-23,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.36
4450,4450,961748619041163709,12891790,2014-03-07,within a day,100%,50%,f,1,t,TWEED SHIRE COUNCIL,,-28.16749,153.54633,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$236.00,2,365,2,5,365,365,2.2,365.0,t,23,53,83,173,7,2,0,2023-10-29,2024-01-10,4.86,5.0,4.86,4.86,5.0,5.0,4.57,1,1,0,0,0.51
4468,4468,964218515000998682,294430691,2019-09-12,within a day,100%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.682509529497807,153.61343689262867,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$950.00,5,365,5,5,365,365,5.0,365.0,t,8,8,8,176,0,0,0,,,,,,,,,,1,1,0,0,
4470,4470,965468421394829403,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.53648,153.54998,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$345.00,1,90,1,7,90,90,3.9,90.0,t,16,40,70,316,1,0,0,2023-10-02,2023-10-02,3.0,3.0,4.0,4.0,4.0,5.0,3.0,8,8,0,0,0.07
4471,4471,965546832405358858,68272954,2016-04-21,within a day,100%,40%,f,1,t,BYRON SHIRE COUNCIL,,-28.64715,153.61125,Entire home,Entire home/apt,8,5 baths,5.0,5.0,"$1,486.00",3,14,3,7,14,14,3.3,14.0,t,11,34,56,141,4,4,0,2024-01-02,2024-04-28,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.34
4477,4477,967748544428369365,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.539357,153.554565,Entire home,Entire home/apt,6,2 baths,3.0,,,1,90,1,7,90,90,1.4,90.0,t,0,0,0,0,5,3,0,2023-10-24,2024-08-05,4.2,4.2,4.2,5.0,5.0,5.0,3.8,40,40,0,0,0.36
4498,4498,972321396387716263,5057653,2013-02-12,within a day,100%,79%,t,1,t,BYRON SHIRE COUNCIL,,-28.684382274494972,153.61221447587013,Private room in home,Private room,2,1 shared bath,1.0,1.0,$129.00,2,30,2,2,30,30,2.0,30.0,t,11,40,70,70,37,32,4,2023-10-01,2024-12-09,4.97,5.0,4.95,5.0,5.0,4.89,4.92,1,0,1,0,2.51
4505,4505,974129297821218758,436084287,2021-12-15,within a day,100%,77%,t,6,t,TWEED SHIRE COUNCIL,,-28.2147628343864,153.54792271379233,Entire home,Entire home/apt,5,1.5 baths,2.0,4.0,$254.00,7,365,7,7,365,365,7.0,365.0,t,29,59,89,269,7,7,0,2023-12-29,2024-07-07,4.86,4.86,4.86,5.0,4.86,4.71,5.0,2,1,1,0,0.59
4513,4513,974828900951336763,1151156,2011-09-13,within a day,100%,100%,f,2,t,BALLINA SHIRE COUNCIL,,-28.76526,153.49386,Entire home,Entire home/apt,7,2.5 baths,4.0,4.0,$714.00,7,365,4,7,365,365,6.7,365.0,t,14,44,74,335,0,0,0,,,,,,,,,,2,2,0,0,
4539,4539,982818231687925045,106329043,2016-12-05,within a day,68%,66%,f,40,t,TWEED SHIRE COUNCIL,,-28.382116,153.569609,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$247.00,1,90,1,7,90,90,3.8,90.0,t,2,16,46,243,4,3,0,2023-11-18,2024-10-10,4.5,5.0,3.75,5.0,4.75,5.0,4.5,40,40,0,0,0.3
4549,4549,983711987307658620,7311097,2013-07-06,within a day,100%,85%,t,1,t,BYRON SHIRE COUNCIL,,-28.5896181,153.530421,Private room in home,Private room,2,1 private bath,1.0,1.0,"$1,286.00",3,365,3,3,365,365,3.0,365.0,t,3,3,3,3,10,10,0,2024-02-05,2024-05-26,4.9,4.9,4.8,4.9,4.9,4.9,4.8,1,0,1,0,0.95
4553,4553,984290345721103520,537821513,2023-09-19,within a day,100%,100%,f,1,t,CLARENCE VALLEY COUNCIL,,-29.60032,153.32955,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,$195.00,3,35,3,3,35,35,3.0,35.0,t,23,53,83,173,6,6,0,2024-03-07,2024-11-09,4.5,4.5,4.5,4.67,4.83,5.0,4.17,1,1,0,0,0.63
4572,4572,988760858270738492,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.85465218626329,153.5966254529175,Entire home,Entire home/apt,4,1.5 baths,2.0,3.0,$311.00,3,365,3,7,365,365,3.7,365.0,t,1,12,42,128,0,0,0,,,,,,,,,,50,50,0,0,
4578,4578,990062746860272800,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.8006421,153.5953195,Entire home,Entire home/apt,6,2 baths,3.0,,,3,365,3,7,365,365,3.7,365.0,t,4,21,51,129,0,0,0,,,,,,,,,,50,50,0,0,
4583,4583,991488383433555795,31381147,2015-04-17,within a day,75%,71%,f,1,t,BYRON SHIRE COUNCIL,,-28.68429,153.60761,Entire bungalow,Entire home/apt,4,1 bath,2.0,2.0,$371.00,2,28,2,2,28,28,2.0,28.0,t,4,16,46,316,5,5,0,2024-01-01,2024-04-10,5.0,5.0,5.0,5.0,5.0,5.0,4.6,1,1,0,0,0.43
4592,4592,994474869226227858,322779978,2019-12-30,within a day,100%,73%,t,1,t,BYRON SHIRE COUNCIL,,-28.65967617001027,153.6093956693115,Entire home,Entire home/apt,10,2.5 baths,5.0,,,90,150,90,90,150,150,90.0,150.0,t,0,12,42,129,12,12,0,2023-12-27,2024-05-06,4.92,5.0,4.83,5.0,5.0,4.58,5.0,1,1,0,0,1.01
4593,4593,994543836461557170,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.642216035428547,153.61626251508434,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,$420.00,3,1125,3,7,3,1125,3.5,38.8,t,8,25,35,292,2,0,0,2023-10-22,2023-10-28,4.5,4.5,4.5,4.5,5.0,4.5,4.5,58,58,0,0,0.14
