,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
36,36,820367,4308959,2012-12-03,within a day,80%,91%,f,2,t,BYRON SHIRE COUNCIL,,-28.56833,153.42033,Farm stay,Entire home/apt,6,1 bath,1.0,3.0,$249.00,2,28,2,2,28,28,2.0,28.0,t,15,45,75,75,179,31,2,2013-10-05,2024-11-23,4.78,4.79,4.56,4.93,4.95,4.88,4.67,2,2,0,0,1.31
39,39,857366,4484372,2012-12-25,within a day,100%,79%,f,5,t,BYRON SHIRE COUNCIL,,-28.66379,153.6114,Private room in home,Private room,2,2 shared baths,1.0,1.0,$59.00,3,1125,3,3,1125,1125,3.0,1125.0,t,11,11,11,11,202,6,0,2013-01-21,2024-04-07,4.58,4.64,4.5,4.76,4.75,4.45,4.53,5,1,4,0,1.39
45,45,918903,6850653,2013-06-11,within a day,100%,67%,f,1,t,BYRON SHIRE COUNCIL,,-28.6537,153.61669,Entire home,Entire home/apt,8,3 baths,4.0,10.0,$729.00,3,30,3,3,30,30,3.0,30.0,t,2,7,7,214,63,3,0,2013-11-26,2024-06-09,4.9,4.9,4.89,4.98,4.98,4.68,4.73,1,1,0,0,0.47
64,64,1572310,8359108,2013-08-24,within a day,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.52087,153.41918,Entire vacation home,Entire home/apt,14,7.5 baths,7.0,7.0,"$2,013.00",3,1125,3,4,3,1125,3.0,815.3,t,3,27,52,312,70,7,0,2013-11-13,2024-09-01,4.91,4.97,4.91,4.93,4.96,4.86,4.84,1,1,0,0,0.52
80,80,1990315,10264043,2013-11-25,within a day,90%,59%,f,2,t,BYRON SHIRE COUNCIL,,-28.64099,153.61196,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,$248.00,2,14,2,4,14,14,2.0,14.0,t,0,20,50,82,255,19,0,2014-01-11,2024-10-16,4.67,4.8,4.51,4.86,4.88,4.95,4.66,2,2,0,0,1.92
81,81,2083377,10641732,2013-12-15,within a day,90%,83%,t,1,t,BYRON SHIRE COUNCIL,,-28.57358,153.53194,Entire guesthouse,Entire home/apt,15,4.5 baths,4.0,15.0,$720.00,2,1125,2,2,1125,1125,2.0,1125.0,t,12,35,54,315,108,18,2,2014-02-10,2024-11-30,4.82,4.85,4.76,4.95,4.91,4.94,4.67,1,1,0,0,0.82
82,82,2102602,10264043,2013-11-25,within a day,90%,59%,f,2,t,BYRON SHIRE COUNCIL,,-28.64224,153.61217,Entire guest suite,Entire home/apt,4,1 bath,0.0,2.0,$248.00,2,14,2,4,14,14,2.0,14.0,t,0,20,50,81,297,5,0,2013-12-29,2024-04-27,4.67,4.78,4.53,4.84,4.89,4.91,4.62,2,2,0,0,2.22
84,84,2113053,10773532,2013-12-23,within a day,100%,67%,f,1,t,TWEED SHIRE COUNCIL,,-28.20321,153.5655,Entire home,Entire home/apt,9,2 baths,4.0,0.0,$307.00,5,30,5,5,30,30,5.0,30.0,t,19,49,79,354,135,1,0,2014-01-26,2023-12-19,4.72,4.77,4.52,4.93,4.91,4.89,4.65,1,1,0,0,1.02
85,85,2128698,10860275,2013-12-28,within a day,100%,,f,1,f,BYRON SHIRE COUNCIL,,-28.51026,153.51194,Entire cabin,Entire home/apt,4,1.5 baths,1.0,3.0,$150.00,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,364,102,0,0,2014-01-02,2020-01-11,4.95,4.89,4.95,5.0,5.0,4.93,4.85,1,1,0,0,0.76
103,103,2316063,757165,2011-06-29,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.49375,153.54813,Entire home,Entire home/apt,8,2.5 baths,4.0,3.0,$500.00,90,1125,90,90,1125,1125,90.0,1125.0,t,23,53,83,358,16,0,0,2015-01-03,2023-04-11,5.0,5.0,4.81,5.0,5.0,4.94,4.63,1,1,0,0,0.13
134,134,2848052,14831317,2014-04-28,within a day,100%,67%,f,1,t,BYRON SHIRE COUNCIL,,-28.64398,153.45375,Entire home,Entire home/apt,8,3 baths,4.0,7.0,"$1,850.00",5,1125,5,7,1125,1125,5.2,1125.0,t,30,60,90,365,62,1,0,2014-08-27,2024-08-26,4.89,4.94,4.82,4.95,4.92,4.97,4.69,1,1,0,0,0.49
150,150,3334623,14519451,2014-04-20,within a day,100%,100%,f,1,t,BALLINA SHIRE COUNCIL,,-28.78782,153.5911,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,4.0,"$1,090.00",2,365,2,2,365,365,2.0,365.0,t,0,2,32,32,1,1,0,2024-03-09,2024-03-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.11
158,158,3461123,17130569,2014-06-22,within a day,60%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.63993,153.62854,Entire home,Entire home/apt,9,3 baths,4.0,7.0,"$1,357.00",3,1125,3,5,1125,1125,3.3,1125.0,t,5,12,31,262,95,10,0,2014-10-07,2024-10-12,4.97,4.96,4.98,4.98,4.97,4.94,4.75,1,1,0,0,0.77
179,179,3760714,16278632,2014-06-02,within a day,92%,58%,f,2,t,BYRON SHIRE COUNCIL,,-28.64239,153.60869,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,$525.00,1,30,1,2,30,30,2.0,30.0,t,4,23,29,38,217,19,0,2016-07-27,2024-10-27,4.67,4.77,4.37,4.88,4.89,4.88,4.6,2,1,1,0,2.12
182,182,3853893,19879011,2014-08-12,within a day,100%,84%,t,1,t,BYRON SHIRE COUNCIL,,-28.49766,153.54634,Entire home,Entire home/apt,8,1.5 baths,4.0,4.0,$479.00,2,1125,2,2,1125,1125,2.0,1125.0,t,2,24,54,323,123,12,1,2015-07-03,2024-12-01,4.83,4.86,4.78,4.93,4.93,4.94,4.7,1,1,0,0,1.07
191,191,4130122,11139309,2014-01-09,within a day,50%,0%,f,1,t,BYRON SHIRE COUNCIL,,-28.55606,153.50765,Entire guesthouse,Entire home/apt,2,1 bath,1.0,,,90,1125,90,90,1125,1125,90.0,1125.0,t,28,37,37,74,37,0,0,2015-07-28,2020-10-04,4.78,4.78,4.89,4.89,4.84,4.78,4.59,1,1,0,0,0.32
207,207,4457611,12485039,2014-02-22,within a day,100%,76%,f,1,t,BYRON SHIRE COUNCIL,,-28.68762,153.52188,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,$110.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,226,638,18,0,2014-11-09,2024-05-12,4.66,4.72,4.72,4.89,4.88,4.82,4.75,1,1,0,0,5.19
253,253,5008515,7438662,2013-07-12,within a day,50%,47%,f,2,t,BYRON SHIRE COUNCIL,,-28.49601,153.54418,Private room in bungalow,Private room,4,1 shared bath,2.0,,,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,89,0,0,0,,,,,,,,,,1,0,1,0,
261,261,5172370,2339782,2012-05-10,within a day,100%,77%,t,2,t,TWEED SHIRE COUNCIL,,-28.38015,153.56904,Entire home,Entire home/apt,12,3.5 baths,4.0,8.0,$702.00,3,31,3,3,31,31,3.0,31.0,t,0,17,45,308,151,7,0,2015-03-01,2024-11-07,4.9,4.91,4.73,4.94,4.97,4.95,4.72,1,1,0,0,1.27
269,269,5426256,2393774,2012-05-16,within a day,100%,70%,f,1,t,BYRON SHIRE COUNCIL,,-28.72655,153.47531,Earthen home,Entire home/apt,15,7 baths,8.0,9.0,"$1,040.00",2,1125,5,5,1125,1125,5.0,1125.0,t,4,17,37,260,50,2,0,2015-07-27,2024-06-04,4.94,4.92,4.86,4.92,4.92,4.82,4.78,1,1,0,0,0.44
303,303,6493033,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.64096,153.60677,Entire home,Entire home/apt,16,10 baths,11.0,,,1,365,1,2,365,365,1.4,365.0,t,29,59,89,179,36,0,0,2015-11-19,2023-10-04,4.36,4.19,4.61,4.81,4.64,4.64,3.94,8,4,4,0,0.33
313,313,6947969,36428958,2015-06-22,within a day,100%,80%,f,2,t,BYRON SHIRE COUNCIL,,-28.66088,153.60981,Entire home,Entire home/apt,6,2 baths,3.0,2.0,$461.00,2,1125,2,2,1125,1125,2.0,1125.0,t,6,6,6,6,10,0,0,2015-07-20,2020-02-22,4.8,4.8,4.4,5.0,5.0,4.8,4.9,1,1,0,0,0.09
322,322,7280187,4484372,2012-12-25,within a day,100%,79%,f,5,t,BYRON SHIRE COUNCIL,,-28.66379,153.6114,Private room in home,Private room,2,2 shared baths,1.0,1.0,$56.00,3,60,3,5,30,60,3.0,59.7,t,5,15,15,15,105,10,0,2015-07-27,2024-11-03,4.65,4.73,4.74,4.83,4.81,4.62,4.59,5,1,4,0,0.92
379,379,9539833,49410529,2015-11-19,within a day,100%,68%,t,2,t,TWEED SHIRE COUNCIL,,-28.38016,153.5678,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,$200.00,2,60,2,3,60,60,2.1,60.0,t,7,34,64,318,270,37,5,2015-12-28,2024-12-08,4.94,4.96,4.99,4.98,4.99,4.91,4.88,2,2,0,0,2.47
397,397,9939866,5409590,2013-03-11,within a day,75%,77%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.77572,153.30035,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$207.00,2,30,1,2,30,30,2.0,30.0,t,2,25,35,274,159,32,0,2017-04-17,2024-11-09,4.83,4.9,4.79,4.92,4.84,4.97,4.75,1,1,0,0,1.7
417,417,10457336,7728569,2013-07-25,within a day,100%,33%,f,1,t,BALLINA SHIRE COUNCIL,,-28.821386337280273,153.5876007080078,Entire home,Entire home/apt,7,2 baths,4.0,5.0,$600.00,4,30,4,4,30,30,4.0,30.0,t,15,33,33,159,3,0,0,2016-04-14,2017-01-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03
423,423,10685422,55201592,2016-01-18,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.5447,153.54716,Entire bungalow,Entire home/apt,2,1 bath,1.0,1.0,$152.00,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,179,57,0,0,2020-01-03,2022-04-05,4.89,4.96,4.96,4.96,4.98,4.96,4.84,1,1,0,0,0.95
431,431,10861870,16278632,2014-06-02,within a day,92%,58%,f,2,t,BYRON SHIRE COUNCIL,,-28.6434,153.61046,Private room in condo,Private room,1,1 shared bath,1.0,1.0,$117.00,1,38,1,2,38,38,1.0,38.0,t,3,26,43,119,97,10,3,2016-02-19,2024-12-02,4.82,4.91,4.6,4.93,4.93,4.96,4.84,2,1,1,0,0.9
473,473,12308629,66375150,2016-04-08,within a day,67%,,f,1,t,KYOGLE COUNCIL,,-28.35836,153.00492,Private room in nature lodge,Private room,16,7 shared baths,15.0,30.0,$75.00,2,1125,2,2,1125,1125,2.0,1125.0,t,14,38,63,294,7,0,0,2016-08-07,2018-04-15,5.0,4.86,4.71,5.0,4.86,5.0,4.71,1,0,1,0,0.07
496,496,13565017,21432595,2014-09-17,within a day,100%,64%,t,1,t,BYRON SHIRE COUNCIL,,-28.64369,153.61279,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,$440.00,90,1125,2,90,1125,1125,88.2,1125.0,t,10,13,13,241,76,9,0,2016-07-25,2024-10-05,4.86,4.91,4.68,4.93,4.96,4.99,4.7,1,1,0,0,0.74
509,509,13941666,28317707,2015-02-24,within a day,100%,96%,f,1,t,BYRON SHIRE COUNCIL,,-28.72272,153.46696,Entire cottage,Entire home/apt,2,1 bath,1.0,1.0,$288.00,2,1124,2,2,1124,1124,2.0,1124.0,t,10,40,68,339,145,21,0,2016-07-23,2024-11-09,4.94,4.97,4.94,4.98,4.94,4.98,4.83,1,1,0,0,1.42
515,515,14074795,32153774,2015-04-28,within a day,80%,30%,f,3,t,BYRON SHIRE COUNCIL,,-28.65328,153.61427,Private room in townhouse,Private room,3,1 shared bath,1.0,2.0,$90.00,2,150,2,2,150,150,2.0,150.0,t,0,12,42,42,99,0,0,2016-07-24,2021-01-08,4.68,4.84,4.66,4.88,4.94,4.74,4.49,3,1,2,0,0.97
531,531,14644283,2411874,2012-05-19,within a day,94%,39%,t,3,t,BYRON SHIRE COUNCIL,,-28.52814,153.54738,Private room in home,Private room,2,1 shared bath,1.0,1.0,$102.00,1,28,1,1,28,28,1.0,28.0,t,10,20,34,34,83,18,1,2016-10-05,2024-11-17,4.88,4.95,4.92,4.9,4.88,4.81,4.8,3,2,1,0,0.83
567,567,15553530,8273040,2013-08-20,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.55535,153.54431,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,$300.00,4,8,4,4,8,8,4.0,8.0,t,0,0,0,6,9,1,0,2017-04-17,2024-01-07,5.0,5.0,5.0,5.0,5.0,4.89,4.89,1,1,0,0,0.1
575,575,15651269,2411874,2012-05-19,within a day,94%,39%,t,3,t,BYRON SHIRE COUNCIL,,-28.52739,153.54587,Entire home,Entire home/apt,2,1 bath,1.0,2.0,$220.00,2,1125,2,2,1125,1125,2.0,1125.0,t,12,23,53,139,21,1,1,2017-01-10,2024-12-01,4.76,4.9,5.0,4.86,4.76,4.52,4.76,3,2,1,0,0.22
581,581,15790745,102151744,2016-11-01,within a day,100%,77%,t,1,t,TWEED SHIRE COUNCIL,,-28.23088,153.53688,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$150.00,4,31,4,4,31,31,4.0,31.0,t,12,42,72,72,33,8,0,2017-12-23,2024-09-07,4.94,5.0,4.97,5.0,5.0,4.88,4.91,1,1,0,0,0.39
588,588,15902815,32153774,2015-04-28,within a day,80%,30%,f,3,t,BYRON SHIRE COUNCIL,,-28.65207,153.61452,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,$192.00,2,1125,2,2,1125,1125,2.0,1125.0,t,18,48,78,78,175,5,2,2016-11-12,2024-11-23,4.79,4.84,4.62,4.97,4.95,4.88,4.73,3,1,2,0,1.78
616,616,16259990,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.53962,153.54917,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$227.00,1,90,1,7,90,90,4.1,90.0,t,8,13,13,264,9,0,0,2019-04-08,2023-10-05,4.44,4.78,4.0,4.89,4.67,5.0,4.56,40,40,0,0,0.13
643,643,16713420,36245684,2015-06-20,within a day,90%,71%,t,1,t,BYRON SHIRE COUNCIL,,-28.68902,153.60069,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$161.00,3,21,3,3,21,21,3.0,21.0,t,2,13,39,39,160,20,1,2017-01-28,2024-11-26,4.9,4.93,4.91,4.98,4.94,4.79,4.87,1,1,0,0,1.67
655,655,17015718,114075990,2017-01-30,within a day,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.41426,153.17055,Farm stay,Entire home/apt,16,2.5 baths,3.0,19.0,"$1,821.00",2,30,1,2,1125,1125,2.0,1125.0,t,1,9,15,252,43,15,0,2018-07-21,2024-11-03,5.0,4.98,4.95,5.0,5.0,5.0,4.95,1,1,0,0,0.55
677,677,17437390,47702,2009-10-22,within a day,100%,20%,f,1,t,BYRON SHIRE COUNCIL,,-28.67851,153.60241,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,2.0,$343.00,8,90,8,8,90,90,8.0,90.0,t,21,51,81,171,8,0,0,2019-01-01,2021-01-12,4.75,5.0,4.13,4.88,5.0,4.75,4.75,1,1,0,0,0.11
685,685,17625303,15986575,2014-05-26,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.62925,153.49977,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$700.00,7,60,7,7,60,60,7.0,60.0,t,0,0,0,54,110,1,0,2017-07-23,2024-01-05,4.83,4.9,4.69,4.98,5.0,4.98,4.8,1,1,0,0,1.22
700,700,17832244,121957633,2017-03-22,within a day,100%,74%,t,1,t,BYRON SHIRE COUNCIL,,-28.69728,153.50773,Entire home,Entire home/apt,8,2.5 baths,4.0,5.0,$571.00,2,180,1,2,180,180,2.0,180.0,t,17,17,17,273,117,11,1,2017-07-03,2024-11-17,4.77,4.88,4.67,4.93,4.91,4.91,4.69,1,1,0,0,1.29
726,726,18375024,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.64096,153.60677,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$483.00,2,1125,1,7,99,99,1.3,99.0,t,3,25,52,321,58,1,0,2017-05-10,2024-04-12,4.62,4.69,4.71,4.87,4.79,4.85,4.49,8,4,4,0,0.63
737,737,18638627,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.64096,153.60677,Entire villa,Entire home/apt,6,1 bath,3.0,1.0,$806.00,2,1125,1,7,99,99,1.4,99.0,t,13,33,57,315,5,2,0,2019-01-17,2024-09-25,4.4,4.2,4.4,4.4,4.2,4.8,4.2,8,4,4,0,0.07
739,739,18708040,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.51303,153.53165,Entire home,Entire home/apt,4,2 baths,2.0,3.0,$210.00,1,90,1,7,90,90,7.0,90.0,t,4,16,36,245,15,2,0,2017-12-29,2024-04-02,4.73,4.93,4.4,4.87,4.8,4.67,4.6,40,40,0,0,0.18
741,741,18796831,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.494126,153.546866,Entire home,Entire home/apt,6,2 baths,3.0,,,90,90,90,90,90,90,90.0,90.0,t,0,0,0,0,7,2,0,2018-01-06,2024-08-15,4.43,4.57,4.0,4.86,4.86,4.71,4.29,40,40,0,0,0.08
743,743,18828169,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.515662,153.551337,Entire home,Entire home/apt,8,1 bath,4.0,,,1,90,1,7,90,90,3.0,90.0,t,0,0,0,0,20,2,0,2018-02-04,2024-07-21,4.3,4.5,3.65,5.0,4.95,5.0,4.65,40,40,0,0,0.24
746,746,19073264,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.496756,153.546772,Entire home,Entire home/apt,6,1 bath,3.0,4.0,"$9,999.00",1,90,1,21,90,90,18.7,90.0,t,0,19,49,234,9,0,0,2019-05-13,2021-10-15,4.78,4.33,4.22,4.56,4.78,4.78,4.56,40,40,0,0,0.13
752,752,19150349,4308959,2012-12-03,within a day,80%,91%,f,2,t,BYRON SHIRE COUNCIL,,-28.57288,153.43676,Farm stay,Entire home/apt,5,1 bath,2.0,2.0,$246.00,2,56,2,2,56,56,2.0,56.0,t,0,0,0,0,140,32,1,2018-07-08,2024-11-30,4.81,4.8,4.51,4.94,4.96,4.89,4.68,2,2,0,0,1.78
757,757,19296368,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.49697,153.55068,Entire home,Entire home/apt,5,2 baths,2.0,3.0,"$9,999.00",1,90,1,21,90,90,18.7,90.0,t,0,19,29,262,15,0,0,2017-11-05,2023-01-23,4.87,5.0,4.87,4.53,4.87,4.93,4.73,40,40,0,0,0.17
759,759,19334003,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.511111,153.551441,Entire home,Entire home/apt,7,2 baths,3.0,,,90,90,90,90,90,90,90.0,90.0,t,1,2,2,2,9,0,0,2017-12-10,2022-06-13,4.56,4.67,4.33,4.78,4.89,5.0,4.78,40,40,0,0,0.11
790,790,20077132,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.508181,153.549549,Entire home,Entire home/apt,6,1 bath,3.0,5.0,$277.00,1,90,1,7,90,90,3.1,90.0,t,5,27,57,167,6,1,0,2019-07-22,2024-10-03,4.83,4.5,4.83,5.0,4.67,5.0,5.0,40,40,0,0,0.09
794,794,20193587,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.516053,153.550083,Entire home,Entire home/apt,8,2 baths,3.0,4.0,$304.00,1,90,1,21,90,90,16.9,90.0,t,1,15,45,298,9,2,0,2021-11-22,2024-11-03,4.89,4.89,4.22,4.78,4.44,5.0,4.56,40,40,0,0,0.24
800,800,20335103,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.511419,153.551139,Entire home,Entire home/apt,6,2 baths,3.0,5.0,"$9,999.00",1,90,1,21,90,90,18.7,90.0,t,0,10,27,266,9,1,0,2017-12-25,2024-08-06,4.78,4.89,4.33,5.0,4.89,5.0,4.33,40,40,0,0,0.11
801,801,20364825,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.510525,153.551194,Entire home,Entire home/apt,6,2 baths,3.0,,,90,90,90,90,90,90,90.0,90.0,t,0,0,0,0,0,0,0,,,,,,,,,,40,40,0,0,
804,804,20426235,4215576,2012-11-22,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.68231,153.52267,Entire home,Entire home/apt,6,1 bath,3.0,3.0,$480.00,4,730,4,4,730,730,4.0,730.0,t,9,39,69,336,8,0,0,2018-01-04,2022-01-13,4.88,5.0,5.0,5.0,4.88,5.0,4.75,1,1,0,0,0.09
820,820,20961345,150775467,2017-09-16,within a day,70%,91%,t,2,t,BYRON SHIRE COUNCIL,,-28.73299,153.47926,Entire home,Entire home/apt,9,3 baths,4.0,5.0,"$1,630.00",3,14,3,5,14,14,3.5,14.0,t,2,20,46,306,104,4,0,2018-01-14,2024-10-20,4.98,4.99,4.91,5.0,4.99,4.98,4.86,2,2,0,0,1.23
824,824,21015041,1391082,2011-11-09,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.60611,153.43269,Farm stay,Entire home/apt,4,1 bath,1.0,1.0,$78.00,90,1125,90,90,1125,1125,90.0,1125.0,t,0,0,0,198,64,0,0,2017-09-24,2022-01-07,4.73,4.8,4.42,4.86,4.89,4.84,4.72,1,1,0,0,0.73
855,855,21599911,40423594,2015-08-03,within a day,100%,,f,1,t,TWEED SHIRE COUNCIL,,-28.28784,153.57169,Entire home,Entire home/apt,8,2.5 baths,4.0,5.0,$990.00,5,730,5,6,1125,1125,5.0,1125.0,t,0,12,42,317,9,3,0,2020-01-03,2024-01-14,5.0,5.0,5.0,5.0,5.0,4.89,5.0,1,1,0,0,0.15
865,865,21803394,158901958,2017-11-15,within a day,100%,100%,f,1,t,BALLINA SHIRE COUNCIL,,-28.73381,153.54598,Entire home,Entire home/apt,9,3 baths,4.0,8.0,$635.00,3,21,3,4,21,21,3.0,21.0,t,0,9,9,86,11,2,0,2018-01-03,2024-01-05,4.55,4.64,4.09,5.0,4.73,4.82,4.45,1,1,0,0,0.13
874,874,21927286,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.92532730102539,153.49441528320312,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$331.00,3,30,3,7,30,30,3.7,30.0,t,11,33,63,147,8,0,0,2017-12-28,2021-01-01,4.13,4.25,4.13,5.0,4.13,4.5,4.13,50,50,0,0,0.09
882,882,22054615,31104874,2015-04-12,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.55657,153.48162,Entire home,Entire home/apt,4,1 bath,2.0,2.0,$450.00,3,30,3,3,30,30,3.0,30.0,t,16,16,16,16,4,0,0,2019-04-24,2022-01-02,5.0,4.75,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.06
886,886,22130739,161661174,2017-12-07,within a day,100%,,f,3,t,TWEED SHIRE COUNCIL,,-28.23718,153.51785,Private room in home,Private room,2,1 shared bath,1.0,2.0,$132.00,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,180,12,0,0,2018-01-24,2019-11-04,5.0,4.92,5.0,4.92,5.0,5.0,5.0,3,0,3,0,0.14
890,890,22213581,162309783,2017-12-11,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.6456369,153.6227253,Entire townhouse,Entire home/apt,6,2 baths,3.0,3.0,$600.00,2,60,2,5,60,60,2.4,60.0,t,25,55,85,269,84,0,0,2017-12-31,2021-05-09,4.95,4.95,4.96,4.96,4.98,4.99,4.79,1,1,0,0,0.99
920,920,22613210,166420444,2018-01-07,within a day,100%,71%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.605,153.33446,Entire cottage,Entire home/apt,9,2.5 baths,3.0,5.0,$438.00,2,30,1,2,30,30,2.0,30.0,t,1,20,39,110,60,9,0,2018-01-15,2024-11-10,4.9,4.87,4.88,4.87,4.83,4.97,4.77,1,1,0,0,0.71
932,932,22832618,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.787736892700195,153.5930938720703,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,$456.00,3,30,3,7,30,30,3.7,30.0,t,5,14,32,118,32,2,0,2018-07-23,2024-04-24,4.63,4.5,4.59,4.78,4.63,5.0,4.56,50,50,0,0,0.41
934,934,22849425,13205870,2014-03-16,within a day,86%,27%,f,1,t,BYRON SHIRE COUNCIL,,-28.68689,153.61156,Entire home,Entire home/apt,7,2 baths,3.0,3.0,$850.00,6,90,1,6,90,90,6.0,90.0,t,3,23,53,322,11,3,0,2018-04-22,2024-01-06,4.91,5.0,4.82,5.0,5.0,5.0,4.73,1,1,0,0,0.14
939,939,22973312,161661174,2017-12-07,within a day,100%,,f,3,t,TWEED SHIRE COUNCIL,,-28.2382,153.51713,Private room in home,Private room,2,1.5 baths,1.0,1.0,$107.00,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,15,0,0,2018-02-09,2021-04-01,4.93,4.93,5.0,4.93,4.87,4.93,5.0,3,0,3,0,0.18
956,956,23237970,2411874,2012-05-19,within a day,94%,39%,t,3,t,BYRON SHIRE COUNCIL,,-28.52705,153.54691,Entire home,Entire home/apt,4,1 bath,2.0,4.0,$341.00,2,1125,2,2,1125,1125,2.0,1125.0,t,10,21,51,136,9,4,0,2019-01-02,2024-09-28,5.0,4.89,5.0,5.0,5.0,5.0,4.78,3,2,1,0,0.12
965,965,23346925,173938325,2018-02-18,within a day,67%,79%,f,1,t,BYRON SHIRE COUNCIL,,-28.68593,153.52215,Private room in bungalow,Private room,2,1 private bath,0.0,2.0,$135.00,2,7,2,2,7,7,2.0,7.0,t,8,36,66,152,144,11,0,2018-03-03,2024-09-29,4.69,4.84,4.71,4.94,4.9,4.85,4.65,1,0,1,0,1.74
978,978,23435437,73877736,2016-05-25,within a day,100%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.64826,153.61766,Entire home,Entire home/apt,8,4 baths,4.0,4.0,$986.00,2,21,2,2,21,21,2.0,21.0,t,0,25,55,324,12,1,0,2018-03-03,2024-10-08,4.92,5.0,4.83,5.0,4.92,5.0,4.75,1,1,0,0,0.15
